country;year;action;priority;public_ri_investment;private_ri_investment;inventions;public_ri_investment_eu_share;private_ri_investment_eu_share;inventions_eu_share;specialisation_index_inventions
Portugal;2016;Energy efficiency in industry;Energy efficiency;;5,23671;5,194444492;;0,001727631;0,004081069;-0,099080143
Portugal;2016;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Portugal;2016;Renewable fuels & bioenergy;Sustainable transport;;;3;;;0,004235328;-0,065026659
Portugal;2016;CCUS;CCUS;;;0;;;0;0
Portugal;2016;Nuclear safety;Nuclear safety;;;0;;;0;0
Portugal;2017;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Portugal;2017;Smart solutions for consumers;Smart systems;;;0;;;0;0
Portugal;2017;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Portugal;2017;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Portugal;2017;Energy efficiency in industry;Energy efficiency;;8,03253;0;;0,007360126;0;0
Portugal;2017;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Portugal;2017;Renewable fuels & bioenergy;Sustainable transport;;3,54615;0;;0,004722813;0;0
Portugal;2017;CCUS;CCUS;;;0;;;0;0
Portugal;2017;Nuclear safety;Nuclear safety;;;0;;;0;0
Portugal;2018;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Portugal;2018;Smart solutions for consumers;Smart systems;;;0;;;0;0
Portugal;2018;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Portugal;2018;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Portugal;2018;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Portugal;2018;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Portugal;2018;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Portugal;2018;CCUS;CCUS;;;0;;;0;0
Portugal;2018;Nuclear safety;Nuclear safety;;;0;;;0;0
Portugal;2019;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Portugal;2019;Smart solutions for consumers;Smart systems;;;0;;;0;0
Portugal;2019;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Portugal;2019;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Portugal;2019;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Portugal;2019;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Portugal;2019;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Portugal;2019;CCUS;CCUS;;;0;;;0;0
Portugal;2019;Nuclear safety;Nuclear safety;;;0;;;0;0
Portugal;2020;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Portugal;2020;Smart solutions for consumers;Smart systems;;;0;;;0;0
Portugal;2020;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Portugal;2020;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Portugal;2020;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Portugal;2020;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Portugal;2020;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Portugal;2020;CCUS;CCUS;;;0;;;0;0
Portugal;2020;Nuclear safety;Nuclear safety;;;0;;;0;0
Romania;2004;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Romania;2004;Smart solutions for consumers;Smart systems;;;0;;;0;0
Romania;2004;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Romania;2004;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Romania;2004;Energy efficiency in industry;Energy efficiency;;;1;;;0,001739223;-0,452932558
Romania;2004;Batteries & e-mobility;Sustainable transport;;11,4868;4;;0,021209354;0,019844938;5,242167888
Romania;2004;Renewable fuels & bioenergy;Sustainable transport;;;1;;;0,00358564;0,127852808
Romania;2004;CCUS;CCUS;;;0;;;0;0
Romania;2004;Nuclear safety;Nuclear safety;;;1;;;0,029897416;8,40414568
Romania;2005;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Romania;2005;Smart solutions for consumers;Smart systems;;;0;;;0;0
Romania;2005;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Romania;2005;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Romania;2005;Energy efficiency in industry;Energy efficiency;;3,1942;1;;0,001595306;0,001660757;0,357337633
Romania;2005;Batteries & e-mobility;Sustainable transport;;3,36396;1;;0,004440264;0,004232527;2,459247105
Romania;2005;Renewable fuels & bioenergy;Sustainable transport;;7,24914;1;;0,006091891;0,003035519;1,480931836
Romania;2005;CCUS;CCUS;;;0;;;0;0
Romania;2005;Nuclear safety;Nuclear safety;;;0;;;0;0
Romania;2006;Renewable energy technologies;Number 1 in Renewables;;13,013;5;;0,006116052;0,008465808;1,134947353
Romania;2006;Smart solutions for consumers;Smart systems;;;0;;;0;0
Romania;2006;Integrated & flexible energy system;Smart systems;;;1;;;0,006089329;0,535635749
Romania;2006;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Romania;2006;Energy efficiency in industry;Energy efficiency;;;1;;;0,001535043;-0,612885553
Romania;2006;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Romania;2006;Renewable fuels & bioenergy;Sustainable transport;;16,34092;4,039215688;;0,01208649;0,010687893;1,695323242
Romania;2006;CCUS;CCUS;;;0;;;0;0
Romania;2006;Nuclear safety;Nuclear safety;;;0;;;0;0
Romania;2007;Renewable energy technologies;Number 1 in Renewables;;5,22529;6,166666687;;0,002061211;0,007322583;0,840312792
Romania;2007;Smart solutions for consumers;Smart systems;;;0;;;0;0
Romania;2007;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Romania;2007;Energy efficiency in buildings;Energy efficiency;;5,15481;2;;0,005268119;0,009805195;1,464243073
Romania;2007;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Romania;2007;Batteries & e-mobility;Sustainable transport;;12,1987;4;;0,008648996;0,008295894;1,084925333
Romania;2007;Renewable fuels & bioenergy;Sustainable transport;;3,75834;1;;0,001921464;0,002043829;-0,486344561
Romania;2007;CCUS;CCUS;;;0;;;0;0
Romania;2007;Nuclear safety;Nuclear safety;;;1;;;0,030392919;6,638353364
Romania;2008;Renewable energy technologies;Number 1 in Renewables;;3,307428;15,33333334;;0,000909945;0,012899148;1,444442189
Romania;2008;Smart solutions for consumers;Smart systems;;;0;;;0;0
Romania;2008;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Romania;2008;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Romania;2008;Energy efficiency in industry;Energy efficiency;;;2;;;0,002837727;-0,462238903
Romania;2008;Batteries & e-mobility;Sustainable transport;;6,90033;2,000000007;;0,004439175;0,003743468;-0,290597223
Romania;2008;Renewable fuels & bioenergy;Sustainable transport;;6,92859;2,5;;0,003920715;0,005454508;0,033651849
Romania;2008;CCUS;CCUS;;;0;;;0;0
Romania;2008;Nuclear safety;Nuclear safety;;;0;;;0;0
Romania;2009;Renewable energy technologies;Number 1 in Renewables;;;9,181818187;;;0,006235478;0,422896799
Romania;2009;Smart solutions for consumers;Smart systems;;2,52919;1,363636374;;0,001134089;0,001861413;-0,575237272
Romania;2009;Integrated & flexible energy system;Smart systems;;1,5611;1,863636374;;0,001773655;0,006793068;0,550135325
Romania;2009;Energy efficiency in buildings;Energy efficiency;;;1,090909094;;;0,003568059;-0,185791475
Romania;2009;Energy efficiency in industry;Energy efficiency;;2,98316;4,00000003;;0,001206561;0,005345539;0,219818282
Romania;2009;Batteries & e-mobility;Sustainable transport;;0,563752;0,166666657;;0,000265541;0,000238728;-0,945523847
Romania;2009;Renewable fuels & bioenergy;Sustainable transport;;1,55398;3,222222209;;0,000854202;0,007039117;0,606282184
Romania;2009;CCUS;CCUS;;0,708422;0,333333343;;0,002308905;0,002884015;-0,341885962
Romania;2009;Nuclear safety;Nuclear safety;;;0;;;0;0
Romania;2010;Renewable energy technologies;Number 1 in Renewables;0,852873048;1,37097;17,45;0,001165504;0,000257764;0,010380312;0,286945606
Romania;2010;Smart solutions for consumers;Smart systems;0;3,84074;2;0;0,001445032;0,002655678;-0,670750485
Romania;2010;Integrated & flexible energy system;Smart systems;0,047381836;3,43836;3,5;0,0000746;0,003286796;0,010334637;0,281282789
Romania;2010;Energy efficiency in buildings;Energy efficiency;0;6,77228;5,650000036;0;0,005673134;0,017780364;1,204400151
Romania;2010;Energy efficiency in industry;Energy efficiency;0;4,521476;5,650000066;0;0,001724234;0,006628105;-0,178251
Romania;2010;Batteries & e-mobility;Sustainable transport;;;2,5;;;0,002461978;-0,694765303
Romania;2010;Renewable fuels & bioenergy;Sustainable transport;0,833920314;4,299045;6,40277778;0,000883045;0,002762243;0,014620316;0,812619031
Romania;2010;CCUS;CCUS;0;0,342617;0,642857149;0;0,00121936;0,006093069;-0,244584505
Romania;2010;Nuclear safety;Nuclear safety;0,180050977;;1;0,000173485;;0,019298414;1,392607197
Romania;2011;Renewable energy technologies;Number 1 in Renewables;0,852873048;11,842215;32,45833336;0,001159312;0,002356541;0,016990941;1,019259285
Romania;2011;Smart solutions for consumers;Smart systems;0;;1,333333343;0;;0,001746794;-0,792405269
Romania;2011;Integrated & flexible energy system;Smart systems;0,047381836;0,39925;2,75;0,0000642;0,000414752;0,007452555;-0,114313856
Romania;2011;Energy efficiency in buildings;Energy efficiency;0;1,09064;1,333333373;0;0,001335754;0,004296118;-0,489435166
Romania;2011;Energy efficiency in industry;Energy efficiency;0;14,89268;8,226190493;0;0,005323504;0,008206459;-0,024717432
Romania;2011;Batteries & e-mobility;Sustainable transport;;5,17699;1,5;;0,001226302;0,001148609;-0,863495486
Romania;2011;Renewable fuels & bioenergy;Sustainable transport;0,833920314;3,569452;5,166666657;0,000824712;0,002321122;0,009735377;0,156984181
Romania;2011;CCUS;CCUS;0;;0,75;0;;0,007015334;-0,166274591
Romania;2011;Nuclear safety;Nuclear safety;0,180050977;;0;0,00016401;;0;0
Romania;2012;Renewable energy technologies;Number 1 in Renewables;2,07273522;13,68199;18,16666672;0,003147814;0,002778075;0,009297073;1,258279745
Romania;2012;Smart solutions for consumers;Smart systems;0;2,47846;1;0;0,000996327;0,000976983;-0,762688709
Romania;2012;Integrated & flexible energy system;Smart systems;0,998072013;;4;0,001381521;;0,008024733;0,949225671
Romania;2012;Energy efficiency in buildings;Energy efficiency;0,339372723;1,06466;1,833333343;0,001655831;0,001693423;0,007485704;0,818294304
Romania;2012;Energy efficiency in industry;Energy efficiency;0;0,621763;5,333333343;0;0,000197237;0,004475898;0,087205662
Romania;2012;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Romania;2012;Renewable fuels & bioenergy;Sustainable transport;1,262526116;;0;0,001468691;;0;0
Romania;2012;CCUS;CCUS;0,20522273;;0;0,002093583;;0;0
Romania;2012;Nuclear safety;Nuclear safety;1,454371783;;0;0,00116512;;0;0
Romania;2013;Renewable energy technologies;Number 1 in Renewables;2,371105353;11,630901;12,66666675;0,00329877;0,003131547;0,00792794;0,705925463
Romania;2013;Smart solutions for consumers;Smart systems;0;1,83048;3;0;0,000818087;0,002838455;-0,389224436
Romania;2013;Integrated & flexible energy system;Smart systems;1,179270002;;2;0,0013276;;0,004085145;-0,120962943
Romania;2013;Energy efficiency in buildings;Energy efficiency;0,54783903;3,22243;2,333333343;0,003236122;0,005953286;0,011392862;1,451503659
Romania;2013;Energy efficiency in industry;Energy efficiency;0;5,817374;4,250000045;0;0,00178805;0,00339406;-0,269669765
Romania;2013;Batteries & e-mobility;Sustainable transport;;;1;;;0,000697044;-0,85001084
Romania;2013;Renewable fuels & bioenergy;Sustainable transport;1,469823875;11,4262;7,041666664;0,001879247;0,005907842;0,00992944;1,13660617
Romania;2013;CCUS;CCUS;0,20522273;;0;0,002027573;;0;0
Romania;2013;Nuclear safety;Nuclear safety;1,454371783;;0;0,001148161;;0;0
Romania;2014;Renewable energy technologies;Number 1 in Renewables;3,014136572;11,30121;13,50000009;0,004400021;0,00332043;0,009862546;1,284007506
Romania;2014;Smart solutions for consumers;Smart systems;0;1,81518;1;0;0,000778966;0,000964246;-0,776696197
Romania;2014;Integrated & flexible energy system;Smart systems;1,587891259;2,53749;3;0,001672434;0,002408633;0,005844905;0,353586187
Romania;2014;Energy efficiency in buildings;Energy efficiency;1,270239602;;0,5;0,007335295;;0,002668724;-0,381966354
Romania;2014;Energy efficiency in industry;Energy efficiency;0;14,73148;4,166666672;0;0,004509606;0,003167922;-0,266359975
Romania;2014;Batteries & e-mobility;Sustainable transport;;3,05283;1;;0,00078551;0,000726242;-0,831813942
Romania;2014;Renewable fuels & bioenergy;Sustainable transport;2,433533615;;5,00000003;0,003493598;;0,006389558;0,47971922
Romania;2014;CCUS;CCUS;0,20522273;2,524637;1,000000015;0,001717472;0,01093688;0,008920119;1,065756528
Romania;2014;Nuclear safety;Nuclear safety;1,544669784;;0;0,001357795;;0;0
Romania;2015;Renewable energy technologies;Number 1 in Renewables;2,087470422;20,14972;16,00000003;0,003005179;0,00666412;0,012822656;1,254177568
Romania;2015;Smart solutions for consumers;Smart systems;0;7,098455;3,400000006;0;0,003223569;0,003548951;-0,376106975
Romania;2015;Integrated & flexible energy system;Smart systems;1,314260953;2,92269;4,5;0,001389546;0,002835252;0,009793468;0,721656954
Romania;2015;Energy efficiency in buildings;Energy efficiency;1,131629434;1,38486;1,166666687;0,007424018;0,004634738;0,007770218;0,365976849
Romania;2015;Energy efficiency in industry;Energy efficiency;0;2,591461;4,433333352;0;0,000724795;0,003315627;-0,417124598
Romania;2015;Batteries & e-mobility;Sustainable transport;;12,47218;5;;0,003508425;0,004230276;-0,256332401
Romania;2015;Renewable fuels & bioenergy;Sustainable transport;2,06565135;;1,333333343;0,003034694;;0,001666277;-0,707074425
Romania;2015;CCUS;CCUS;0,20522273;;0;0,003494365;;0;0
Romania;2015;Nuclear safety;Nuclear safety;1,072493328;;0;0,00086433;;0;0
Romania;2016;Renewable energy technologies;Number 1 in Renewables;1,378531039;2,383917;13,77777778;0,001991585;0,000814324;0,011526485;1,442771802
Romania;2016;Smart solutions for consumers;Smart systems;0,011504731;;0;0,000115619;;0;0
Romania;2016;Integrated & flexible energy system;Smart systems;1,450290826;;1;0,001673098;;0,002404778;-0,490363029
Romania;2016;Energy efficiency in buildings;Energy efficiency;1,271087892;0,57151;1,222222224;0,009334834;0,001797795;0,009399729;0,992055055
Romania;2016;Energy efficiency in industry;Energy efficiency;0,099304706;8,19911;3;0,000271893;0,002704949;0,002356981;-0,500492395
Romania;2016;Batteries & e-mobility;Sustainable transport;;1,46789;3;;0,00045446;0,002548135;-0,459981662
Romania;2016;Renewable fuels & bioenergy;Sustainable transport;2,072342952;6,45244;5;0,003233223;0,003195175;0,007058879;0,495966189
Romania;2016;CCUS;CCUS;0;;0;0;;0;0
Romania;2016;Nuclear safety;Nuclear safety;0,287311821;;1;0,000243698;;0,014926579;2,163343019
Romania;2017;Renewable energy technologies;Number 1 in Renewables;2,522250163;3,36102;0;0,003688949;0,00409088;0;0
Romania;2017;Smart solutions for consumers;Smart systems;0,178604411;;0;0,001582151;;0;0
Romania;2017;Integrated & flexible energy system;Smart systems;2,310616109;1,543572;0;0,00254879;0,003867069;0;0
Romania;2017;Energy efficiency in buildings;Energy efficiency;0,4873486;;0;0,002814925;;0;0
Romania;2017;Energy efficiency in industry;Energy efficiency;0,77554972;;0;0,001832463;;0;0
Romania;2017;Batteries & e-mobility;Sustainable transport;;0,571364;0;;0,000415523;0;0
Romania;2017;Renewable fuels & bioenergy;Sustainable transport;2,490288182;;0;0,00374238;;0;0
Romania;2017;CCUS;CCUS;0,155785395;;0;0,002059705;;0;0
Romania;2017;Nuclear safety;Nuclear safety;0;;0;0;;0;0
Romania;2018;Renewable energy technologies;Number 1 in Renewables;1,747935497;;0;0,002977882;;0;0
Romania;2018;Smart solutions for consumers;Smart systems;0,127047864;;0;0,001541003;;0;0
Romania;2018;Integrated & flexible energy system;Smart systems;1,848164312;;0;0,001887105;;0;0
Romania;2018;Energy efficiency in buildings;Energy efficiency;0,559429061;;0;0,005788354;;0;0
Romania;2018;Energy efficiency in industry;Energy efficiency;0,435729885;;0;0,001444677;;0;0
Romania;2018;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Romania;2018;Renewable fuels & bioenergy;Sustainable transport;2,146758028;;0;0,003033165;;0;0
Romania;2018;CCUS;CCUS;0,078954821;;0;0,000903555;;0;0
Romania;2018;Nuclear safety;Nuclear safety;0;;0;0;;0;0
Romania;2019;Renewable energy technologies;Number 1 in Renewables;0,652026432;;0;1;;0;0
Romania;2019;Smart solutions for consumers;Smart systems;0,053272318;;0;1;;0;0
Romania;2019;Integrated & flexible energy system;Smart systems;0,276183387;;0;1;;0;0
Romania;2019;Energy efficiency in buildings;Energy efficiency;0;;0;;;0;0
Romania;2019;Energy efficiency in industry;Energy efficiency;0,029416352;;0;1;;0;0
Romania;2019;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Romania;2019;Renewable fuels & bioenergy;Sustainable transport;0,107827196;;0;1;;0;0
Romania;2019;CCUS;CCUS;0,082233131;;0;1;;0;0
Romania;2019;Nuclear safety;Nuclear safety;0;;0;;;0;0
Romania;2020;Renewable energy technologies;Number 1 in Renewables;0,081303883;;0;1;;0;0
Romania;2020;Smart solutions for consumers;Smart systems;0,016487211;;0;1;;0;0
Romania;2020;Integrated & flexible energy system;Smart systems;0,065558319;;0;1;;0;0
Romania;2020;Energy efficiency in buildings;Energy efficiency;0;;0;;;0;0
Romania;2020;Energy efficiency in industry;Energy efficiency;0,007250109;;0;1;;0;0
Romania;2020;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Romania;2020;Renewable fuels & bioenergy;Sustainable transport;0,006567127;;0;1;;0;0
Romania;2020;CCUS;CCUS;0;;0;;;0;0
Romania;2020;Nuclear safety;Nuclear safety;0;;0;;;0;0
Slovakia;2004;Renewable energy technologies;Number 1 in Renewables;0,003;0,246426;0,099999994;0,0000156;0,000206781;0,000246213;-0,75358238
Slovakia;2004;Smart solutions for consumers;Smart systems;;;0;;;0;0
Slovakia;2004;Integrated & flexible energy system;Smart systems;0,007;0,159613;0,066666663;0,0000144;0,000439859;0,000433321;-0,56631861
Slovakia;2004;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Slovakia;2004;Energy efficiency in industry;Energy efficiency;0,145;12,6606336;2,033333346;0,002329777;0,006532817;0,003536419;2,539360591
Slovakia;2004;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Slovakia;2004;Renewable fuels & bioenergy;Sustainable transport;0,03;;0;0,000149607;;0;0
Slovakia;2004;CCUS;CCUS;;;0;;;0;0
Slovakia;2004;Nuclear safety;Nuclear safety;0,046;;0;0,0000539;;0;0
Slovakia;2005;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Slovakia;2005;Smart solutions for consumers;Smart systems;;;0;;;0;0
Slovakia;2005;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Slovakia;2005;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Slovakia;2005;Energy efficiency in industry;Energy efficiency;;2,611105;0,791208774;;0,001304086;0,001314005;0,798680523
Slovakia;2005;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Slovakia;2005;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Slovakia;2005;CCUS;CCUS;;;0;;;0;0
Slovakia;2005;Nuclear safety;Nuclear safety;;11,5938;1;;0,037323738;0,028361862;37,8232305
Slovakia;2006;Renewable energy technologies;Number 1 in Renewables;;5,0182;1,600000009;;0,002358532;0,002709058;1,094946168
Slovakia;2006;Smart solutions for consumers;Smart systems;;2,84666;1;;0,00216972;0,002009364;0,553864343
Slovakia;2006;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Slovakia;2006;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Slovakia;2006;Energy efficiency in industry;Energy efficiency;;3,69873;1;;0,001683407;0,001535043;0,187066629
Slovakia;2006;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Slovakia;2006;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Slovakia;2006;CCUS;CCUS;;;0;;;0;0
Slovakia;2006;Nuclear safety;Nuclear safety;;;0;;;0;0
Slovakia;2007;Renewable energy technologies;Number 1 in Renewables;;16,412162;2,222222254;;0,006474076;0,002638769;3,026424377
Slovakia;2007;Smart solutions for consumers;Smart systems;;;0;;;0;0
Slovakia;2007;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Slovakia;2007;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Slovakia;2007;Energy efficiency in industry;Energy efficiency;;0,394643;0,111111112;;0,00017663;0,000163424;-0,750635289
Slovakia;2007;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Slovakia;2007;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Slovakia;2007;CCUS;CCUS;;;0;;;0;0
Slovakia;2007;Nuclear safety;Nuclear safety;;;0;;;0;0
Slovakia;2008;Renewable energy technologies;Number 1 in Renewables;3,015;19,60816;6;0,007928059;0,005394629;0,005047493;2,480673118
Slovakia;2008;Smart solutions for consumers;Smart systems;0,35;;0;0,003301627;;0;0
Slovakia;2008;Integrated & flexible energy system;Smart systems;4,887;;0;0,008778645;;0;0
Slovakia;2008;Energy efficiency in buildings;Energy efficiency;0,3505;;0;0,002921164;;0;0
Slovakia;2008;Energy efficiency in industry;Energy efficiency;0,2555;;0;0,001311716;;0;0
Slovakia;2008;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Slovakia;2008;Renewable fuels & bioenergy;Sustainable transport;1,859;;0;0,003464954;;0;0
Slovakia;2008;CCUS;CCUS;0,199;;0;0,003839901;;0;0
Slovakia;2008;Nuclear safety;Nuclear safety;5,508;;0;0,005780571;;0;0
Slovakia;2009;Renewable energy technologies;Number 1 in Renewables;3,585;16,13311;4;0,006930198;0,003296521;0,002716446;2,288785677
Slovakia;2009;Smart solutions for consumers;Smart systems;0,379;;0;0,003018394;;0;0
Slovakia;2009;Integrated & flexible energy system;Smart systems;5,123;;0;0,010012335;;0;0
Slovakia;2009;Energy efficiency in buildings;Energy efficiency;0,379;;0;0,002606823;;0;0
Slovakia;2009;Energy efficiency in industry;Energy efficiency;0,407;;0;0,001120071;;0;0
Slovakia;2009;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Slovakia;2009;Renewable fuels & bioenergy;Sustainable transport;2,211;;0;0,00279799;;0;0
Slovakia;2009;CCUS;CCUS;0,199;;0;0,001506172;;0;0
Slovakia;2009;Nuclear safety;Nuclear safety;5,577;;0;0,005563521;;0;0
Slovakia;2010;Renewable energy technologies;Number 1 in Renewables;4,149;14,301175;3,325000003;0,005669867;0,002688841;0,00197791;0,168595619
Slovakia;2010;Smart solutions for consumers;Smart systems;0,3865;3,84074;1;0,003030151;0,001445032;0,001327839;-0,215481856
Slovakia;2010;Integrated & flexible energy system;Smart systems;5,55;;1;0,008739129;;0,002952753;0,744555507
Slovakia;2010;Energy efficiency in buildings;Energy efficiency;0,387;1,79554;0,375;0,001990457;0,001504123;0,001180113;-0,302761928
Slovakia;2010;Energy efficiency in industry;Energy efficiency;0,5045;7,12422;2,700000003;0,001185612;0,002716773;0,003167413;0,871381533
Slovakia;2010;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Slovakia;2010;Renewable fuels & bioenergy;Sustainable transport;2,46;;0;0,002604915;;0;0
Slovakia;2010;CCUS;CCUS;0,199;;0;0,001341912;;0;0
Slovakia;2010;Nuclear safety;Nuclear safety;5,641;11,0031;1;0,005435299;0,032209077;0,019298414;10,40195305
Slovakia;2011;Renewable energy technologies;Number 1 in Renewables;7,321;5,89287;2,00000003;0,009951447;0,001172651;0,001046939;-0,314537472
Slovakia;2011;Smart solutions for consumers;Smart systems;;1,120237;1,333333313;;0,000478881;0,001746794;0,143679034
Slovakia;2011;Integrated & flexible energy system;Smart systems;4,408;2,69046;1;0,005977057;0,002794922;0,00271002;0,774332472
Slovakia;2011;Energy efficiency in buildings;Energy efficiency;0,2985;0,5453181;0,166666657;0,001657537;0,000667875;0,000537015;-0,648400121
Slovakia;2011;Energy efficiency in industry;Energy efficiency;0,2985;10,9123824;3,333333313;0,0007399;0,003900716;0,003325338;1,177199802
Slovakia;2011;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Slovakia;2011;Renewable fuels & bioenergy;Sustainable transport;6,708;7,17338;1,714285746;0,006633928;0,004664663;0,003230171;1,114891231
Slovakia;2011;CCUS;CCUS;;0,4747717;0,166666657;;0,002038472;0,001558963;0,020700534
Slovakia;2011;Nuclear safety;Nuclear safety;4,917;;0;0,004478952;;0;0
Slovakia;2012;Renewable energy technologies;Number 1 in Renewables;6,729;8,70038;7;0,010219174;0,001766578;0,003582358;0,931337034
Slovakia;2012;Smart solutions for consumers;Smart systems;;2,947247;2,820512831;;0,001184777;0,002755592;0,485607285
Slovakia;2012;Integrated & flexible energy system;Smart systems;4,404;;0;0,00609597;;0;0
Slovakia;2012;Energy efficiency in buildings;Energy efficiency;0,291;;0;0,001419816;;0;0
Slovakia;2012;Energy efficiency in industry;Energy efficiency;0,291;5,60735;3;0,000634983;0,001778777;0,002517693;0,357349756
Slovakia;2012;Batteries & e-mobility;Sustainable transport;;2,964754;0,846153796;;0,000607935;0,000562329;-0,69683459
Slovakia;2012;Renewable fuels & bioenergy;Sustainable transport;6,247;;0;0,007267109;;0;0
Slovakia;2012;CCUS;CCUS;;;0;;;0;0
Slovakia;2012;Nuclear safety;Nuclear safety;5,985;;0;0,004794677;;0;0
Slovakia;2013;Renewable energy technologies;Number 1 in Renewables;12,044;13,2769;10;0,016756062;0,003574722;0,0062589;0,812078157
Slovakia;2013;Smart solutions for consumers;Smart systems;0,4235;4,78849;1,833333373;0,003886009;0,002140096;0,001734611;-0,497794967
Slovakia;2013;Integrated & flexible energy system;Smart systems;6,123;10,40346;5,00000003;0,006893157;0,009011881;0,010212863;1,956830391
Slovakia;2013;Energy efficiency in buildings;Energy efficiency;0,1765;2,14828;0,666666687;0,001042597;0,003968845;0,003255104;-0,057581655
Slovakia;2013;Energy efficiency in industry;Energy efficiency;0,525;10,07991;4,00000003;0,00135111;0,0030982;0,00319441;-0,07515371
Slovakia;2013;Batteries & e-mobility;Sustainable transport;;5,92769;2;;0,001491985;0,001394088;-0,596383339
Slovakia;2013;Renewable fuels & bioenergy;Sustainable transport;2,044;2,28524;0,500000015;0,002613361;0,001181568;0,000705049;-0,795874035
Slovakia;2013;CCUS;CCUS;;;0;;;0;0
Slovakia;2013;Nuclear safety;Nuclear safety;3,58;;0;0,002826248;;0;0
Slovakia;2014;Renewable energy technologies;Number 1 in Renewables;4,179;6,81312;8,25;0,006100483;0,002001776;0,006027111;1,293539093
Slovakia;2014;Smart solutions for consumers;Smart systems;4,094;2,87945;1;0,031975647;0,001235687;0,000964246;-0,633068867
Slovakia;2014;Integrated & flexible energy system;Smart systems;1,126;;1;0,00118595;;0,001948302;-0,258599112
Slovakia;2014;Energy efficiency in buildings;Energy efficiency;0,074;;0;0,00042733;;0;0
Slovakia;2014;Energy efficiency in industry;Energy efficiency;0,074;3,39617;2,5;0,000187586;0,001039637;0,001900753;-0,27669293
Slovakia;2014;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Slovakia;2014;Renewable fuels & bioenergy;Sustainable transport;8,548;25,844;4;0,01227157;0,011130049;0,005111647;0,945170804
Slovakia;2014;CCUS;CCUS;;;0;;;0;0
Slovakia;2014;Nuclear safety;Nuclear safety;2,206;3,91193;1;0,001939117;0,026183621;0,016349932;5,2217547
Slovakia;2015;Renewable energy technologies;Number 1 in Renewables;0,793;5,72617;7,700000033;0,001141624;0,001893817;0,006170903;1,260047821
